__lineyka_row_id,agency_full,population,Percent_Change,YTD_Range,Last Updated
283,"Mission Viejo, California",90944,NaN%,Jan - Aug 2025,2025-12-16 15:08:46 EST
284,"Missouri City, Texas",77560,100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
285,"Murfreesboro, Tennessee",166916,-60.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
286,"Napa, California",77956,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
287,"New Britain, Connecticut",74609,-33.33%,Jan - Oct 2025,2025-12-16 15:08:46 EST
288,"New Rochelle, New York",83357,NaN%,Jan - Sep 2025,2025-12-16 15:08:46 EST
289,"Ogden, Utah",86593,100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
290,"Onslow County, North Carolina",125993,-60.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
291,"Paulding County, Georgia",162740,-33.33%,Jan - Oct 2025,2025-12-16 15:08:46 EST
292,"Pearland, Texas",127433,-33.33%,Jan - Oct 2025,2025-12-16 15:08:46 EST
293,"Pflugerville, Texas",65599,100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
294,"Plano, Texas",291140,-33.33%,Jan - Oct 2025,2025-12-16 15:08:46 EST
295,"Pleasanton, California",75238,100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
296,"Providence, Rhode Island",189590,-81.82%,Jan - Oct 2025,2025-12-16 15:08:46 EST
297,"Racine, Wisconsin",75858,-33.33%,Jan - Oct 2025,2025-12-16 15:08:46 EST
298,"Richardson, Texas",119008,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
299,"Richmond, California",113282,-81.82%,Jan - Oct 2025,2025-12-16 15:08:46 EST
300,"Roseville, California",158084,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
301,"Round Rock, Texas",129898,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
302,"Rutherford County, Tennessee",104616,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
303,"San Angelo, Texas",98642,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
304,"San Mateo County, California",127963,100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
305,"Santa Monica, California",88552,0.00%,Jan - Jun 2025,2025-12-16 15:08:46 EST
306,"Shelby Township, Michigan",79545,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
307,"Southaven, Mississippi",57135,100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
308,"Spring Hill, Tennessee",58200,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
309,"St. Mary's County, Maryland",115684,100.00%,Jan - Aug 2025,2025-12-16 15:08:46 EST
310,"Stafford County, Virginia",166413,100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
311,"Suffolk, Virginia",100598,-80.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
312,"Terre Haute, Indiana",58309,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
313,"Texas City, Texas",57448,-60.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
314,"Thornton, Colorado",143838,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
315,"Thousand Oaks, California",123032,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
316,"Thurston County, Washington",145385,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
317,"Torrance, California",138472,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
318,"Tulare, California",71428,-60.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
319,"Tustin, California",77690,NaN%,Jan - Aug 2025,2025-12-16 15:08:46 EST
320,"Upper Darby, Pennsylvania",84468,-33.33%,Jan - Oct 2025,2025-12-16 15:08:46 EST
321,"Utica, New York",63548,-60.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
322,"Warren, Michigan",136121,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
323,"Waterford Township, Michigan",69153,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
324,"West Covina, California",103014,-33.33%,Jan - Oct 2025,2025-12-16 15:08:46 EST
325,"Westland, Michigan",83463,-33.33%,Jan - Oct 2025,2025-12-16 15:08:46 EST
326,"Westminster, California",88710,-33.33%,Jan - Sep 2025,2025-12-16 15:08:46 EST
327,"Abington, Pennsylvania",58433,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
328,"Ada County, Idaho",138487,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
329,"Allen, Texas",114696,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
330,"Ames, Iowa",67186,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
331,"Ann Arbor, Michigan",118072,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
332,"Apple Valley, Minnesota",54995,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
333,"Arapahoe County, Colorado",104204,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
334,"Arcadia, California",54071,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
335,"Arlington County, Virginia",231844,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
336,"Arvada, Colorado",120200,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
337,"Avondale, Arizona",92661,-66.67%,Jan - Sep 2025,2025-12-16 15:08:46 EST
338,"Beaverton, Oregon",96840,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
339,"Bend, Oregon",105099,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
340,"Bensalem, Pennsylvania",62595,NaN%,Jan - Mar 2025,2025-12-16 15:08:46 EST
341,"Bentonville, Arkansas",59465,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
342,"Berkeley, California",116595,-83.33%,Jan - Oct 2025,2025-12-16 15:08:46 EST
343,"Bloomington, Minnesota",86793,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
344,"Bolingbrook, Illinois",74138,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
345,"Bowie, Maryland",56678,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
346,"Bozeman, Montana",57424,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
347,"Brooklyn Park, Minnesota",81920,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
348,"Burleson, Texas",56307,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
349,"Burlington, Vermont",44522,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
350,"Caldwell, Idaho",68731,0.00%,Jan - Aug 2025,2025-12-16 15:08:46 EST
351,"Camarillo, California",70010,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
352,"Cambridge, Massachusetts",118960,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
353,"Cameron County, Texas",95894,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
354,"Carrollton, Texas",134261,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
355,"Cary, North Carolina",182878,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
356,"Cedar Park, Texas",77464,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
357,"Centennial, Colorado",104724,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
358,"Chico, California",100896,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
359,"Chino, California",94162,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
360,"Clinton Township, Michigan",99012,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
361,"Coeur D Alene, Idaho",57653,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
362,"College Station, Texas",126136,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
363,"Concord, California",121331,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
364,"Conroe, Texas",106904,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
365,"Cranston, Rhode Island",82484,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
366,"Cuyahoga Falls, Ohio",50459,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
367,"Danbury, Connecticut",87327,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
368,"Delaware County, Ohio",104939,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
369,"Desoto, Texas",56257,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
370,"Douglas County, Nebraska",94490,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
371,"Edina, Minnesota",51980,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
372,"Elizabeth, New Jersey",133578,-75.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
373,"Elyria, Ohio",53024,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
374,"Euclid, Ohio",48170,-80.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
375,"Euless, Texas",59722,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
376,"Gardena, California",57853,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
377,"Glendale, California",185923,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
378,"Great Falls, Montana",60358,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
379,"Hamilton County, Tennessee",124372,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
380,"Hamilton, Ohio",62705,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
381,"Harlingen, Texas",71581,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
382,"Hendersonville, Tennessee",63291,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
383,"Hoboken, New Jersey",56832,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
384,"Huntersville, North Carolina",63781,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
385,"Jeffersonville, Indiana",51780,NaN%,Jan - Mar 2025,2025-12-16 15:08:46 EST
386,"Johnson City, Tennessee",73225,-75.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
387,"Joplin, Missouri",52881,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
388,"Kenosha, Wisconsin",97786,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
389,"La Crosse, Wisconsin",50759,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
390,"Livingston County, Michigan",129813,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
391,"Logan, Utah",55645,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
392,"Lorain, Ohio",65436,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
393,"Loveland, Colorado",78656,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
394,"Lowell, Massachusetts",113124,-75.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
395,"Lower Paxton, Pennsylvania",55204,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
396,"Manchester, Connecticut",59408,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
397,"Mansfield, Texas",78788,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
398,"Manteca, California",88518,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
399,"Marietta, Georgia",63407,-50.00%,Jan - Aug 2025,2025-12-16 15:08:46 EST
400,"Miami Beach, Florida",78824,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
401,"Milford, Connecticut",53011,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
402,"Millcreek, Pennsylvania",53119,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
403,"Mission, Texas",87031,-75.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
404,"Mountain View, California",80382,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
405,"Nampa, Idaho",116116,-50.00%,Jan - Aug 2025,2025-12-16 15:08:46 EST
406,"New Braunfels, Texas",111942,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
407,"O'Fallon, Missouri",94702,NaN%,Jan - Sep 2025,2025-12-16 15:08:46 EST
408,"Oshkosh, Wisconsin",65548,-75.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
409,"Palatine, Illinois",64407,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
410,"Parker, Colorado",62431,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
411,"Parma, Ohio",78913,NaN%,Jan - Aug 2025,2025-12-16 15:08:46 EST
412,"Pasadena, California",132210,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
413,"Placer County, California",125007,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
414,"Provo, Utah",112743,NaN%,Jan - Sep 2025,2025-12-16 15:08:46 EST
415,"Redwood City, California",78765,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
416,"Rochester Hills, Michigan",75845,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
417,"Roswell, Georgia",93241,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
418,"Rowlett, Texas",66671,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
419,"Santa Cruz County, California",128246,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
420,"Saratoga County, New York",183036,-50.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
421,"Schaumburg, Illinois",75140,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
422,"Scranton, Pennsylvania",75687,-83.33%,Jan - Oct 2025,2025-12-16 15:08:46 EST
423,"Simi Valley, California",123443,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
424,"Sioux City, Iowa",85365,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
425,"Spokane Valley, Washington",109278,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
426,"St Charles County, Missouri",119176,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
427,"St Joseph County, Indiana",109381,NaN%,Jan - Mar 2025,2025-12-16 15:08:46 EST
428,"St Joseph, Missouri",69925,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
429,"St. Clair Shores, Michigan",57257,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
430,"Stark County, Ohio",117590,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
431,"Sterling Heights, Michigan",131801,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
432,"Sugar Land, Texas",108718,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
433,"Sunnyvale, California",152031,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
434,"Tracy, California",99347,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
435,"Troy, Michigan",87265,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
436,"Union County, North Carolina",170556,-50.00%,Jan - Jun 2025,2025-12-16 15:08:46 EST
437,"Vacaville, California",101975,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
438,"Ventura, California",109035,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
439,"Warren County, Ohio",102918,-50.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
440,"Washington County, Maryland",104179,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
441,"West Allis, Wisconsin",58505,NaN%,Jan - Oct 2025,2025-12-16 15:08:46 EST
442,"Wyoming, Michigan",76712,-66.67%,Jan - Oct 2025,2025-12-16 15:08:46 EST
443,"Alameda, California",75061,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
444,"Alexandria, Virginia",153897,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
445,"Aliso Viejo, California",50736,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
446,"Alpharetta, Georgia",68139,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
447,"Anderson, Indiana",55275,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
448,"Ankeny, Iowa",74233,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
449,"Appleton, Wisconsin",73921,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
450,"Arlington Heights, Illinois",74094,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
451,"Bartlett, Tennessee",56324,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
452,"Bethlehem, Pennsylvania",78606,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
453,"Bismarck, North Dakota",74802,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
454,"Blaine, Minnesota",72384,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
455,"Bloomfield, New Jersey",53181,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
456,"Blue Springs, Missouri",59896,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
457,"Boone County, Kentucky",107867,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
458,"Brentwood, California",66976,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
459,"Bristol, Connecticut",61609,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
460,"Brookline, Massachusetts",62639,0.00%,Jan - Feb 2025,2025-12-16 15:08:46 EST
461,"Broomfield, Colorado",77072,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
462,"Buckeye, Arizona",112048,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
463,"Buena Park, California",81753,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
464,"Burbank, California",102345,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
465,"Canton, Ohio",69164,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
466,"Carmel, Indiana",103013,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
467,"Casa Grande, Arizona",63228,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
468,"Castle Rock, Colorado",83546,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
469,"Chapel Hill, North Carolina",65066,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
470,"Cherry Hill Township, New Jersey",78082,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
471,"Cicero, Illinois",80455,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
472,"Clifton, New Jersey",88361,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
473,"Collierville, Tennessee",51686,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
474,"Colonie Town, New York",80724,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
475,"Comal County, Texas",94653,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
476,"Coon Rapids, Minnesota",62391,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
477,"Corvallis, Oregon",61474,-100.00%,Jan - Aug 2025,2025-12-16 15:08:46 EST
478,"Daly City, California",97774,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
479,"Davis, California",67193,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
480,"Des Plaines, Illinois",57672,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
481,"Draper, Utah",50588,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
482,"Dublin, Ohio",48827,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
483,"Dubuque, Iowa",58492,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
484,"Dunwoody, Georgia",52505,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
485,"Eagan, Minnesota",66943,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
486,"East Hartford, Connecticut",50625,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
487,"Eden Prairie, Minnesota",61645,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
488,"Edinburg, Texas",106137,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
489,"Evanston, Illinois",74413,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
490,"Everett, Massachusetts",49740,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
491,"Fairfield, Connecticut",63588,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
492,"Farmington Hills, Michigan",82223,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
493,"Fishers, Indiana",103247,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
494,"Flagstaff, Arizona",75343,-100.00%,Jan - Feb 2025,2025-12-16 15:08:46 EST
495,"Flower Mound, Texas",79513,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
496,"Fountain Valley, California",55419,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
497,"Framingham, Massachusetts",70624,0.00%,Jan - Jun 2025,2025-12-16 15:08:46 EST
498,"Fremont, California",220775,0.00%,Jan - Jan 2025,2025-12-16 15:08:46 EST
499,"Fullerton, California",139131,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
500,"Gilroy, California",57331,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
501,"Grand Forks, North Dakota",58470,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
502,"Grand Island, Nebraska",52264,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
503,"Grand Junction, Colorado",69240,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
504,"Grapevine, Texas",51458,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
505,"Green Township, Ohio",59277,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
506,"Greenwich, Connecticut",63777,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
507,"Hamden, Connecticut",60691,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
508,"Hanover County, Virginia",106595,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
509,"Harrisonburg, Virginia",50928,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
510,"Haverford, Pennsylvania",50505,0.00%,Jan - Jun 2025,2025-12-16 15:08:46 EST
511,"Haverhill, Massachusetts",67133,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
512,"Hays County, Texas",130433,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
513,"Hempstead Village, New York",58071,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
514,"Idaho Falls, Idaho",68662,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
515,"Iredell County, North Carolina",111895,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
516,"Irvine, California",316132,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
517,"Jefferson County, Colorado",194994,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
518,"Kentwood, Michigan",53979,-100.00%,Jan - Feb 2025,2025-12-16 15:08:46 EST
519,"Kettering, Ohio",56633,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
520,"Kingsport, Tennessee",56522,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
521,"Kyle, Texas",63931,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
522,"Laguna Niguel, California",63502,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
523,"Lake Havasu City, Arizona",59720,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
524,"Lakeville, Minnesota",76929,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
525,"Lakewood, Ohio",49304,0.00%,Jan - Aug 2025,2025-12-16 15:08:46 EST
526,"Lancaster, Pennsylvania",57213,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
527,"Layton, Utah",82887,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
528,"Lincoln, California",53950,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
529,"Livermore, California",83155,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
530,"Livonia, Michigan",93042,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
531,"Longmont, Colorado",98444,-100.00%,Jan - Feb 2025,2025-12-16 15:08:46 EST
532,"Lower Merion, Pennsylvania",64350,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
533,"Macomb County, Michigan",191695,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
534,"Malden, Massachusetts",64291,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
535,"Maple Grove, Minnesota",70729,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
536,"Marana, Arizona",57718,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
537,"Maricopa, Arizona",70355,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
538,"McAllen, Texas",145684,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
539,"Medford, Massachusetts",68280,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
540,"Meriden, Connecticut",60054,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
541,"Meridian, Idaho",135239,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
542,"Methuen, Massachusetts",53558,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
543,"Middletown, Ohio",51328,0.00%,Jan - Jul 2025,2025-12-16 15:08:46 EST
544,"Milpitas, California",76573,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
545,"Minnetonka, Minnesota",51791,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
546,"Missoula, Montana",78269,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
547,"Monterey Park, California",57419,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
548,"Moore, Oklahoma",63311,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
549,"Mooresville, North Carolina",53767,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
550,"Mount Pleasant, South Carolina",96320,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
551,"Mount Prospect, Illinois",53932,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
552,"Mount Vernon, New York",70812,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
553,"Murrieta, California",115037,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
554,"Nashua, New Hampshire",91145,0.00%,Jan - Jan 2025,2025-12-16 15:08:46 EST
555,"Newark, Ohio",51147,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
556,"Newport Beach, California",83392,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
557,"Newton, Massachusetts",86996,0.00%,Jan - Jun 2025,2025-12-16 15:08:46 EST
558,"Noblesville, Indiana",74211,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
559,"Normal, Illinois",52883,-100.00%,Jan - Aug 2025,2025-12-16 15:08:46 EST
560,"North Bergen Township, New Jersey",59147,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
561,"Norwalk, Connecticut",91639,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
562,"Novato, California",51733,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
563,"Novi, Michigan",66482,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
564,"Oak Lawn, Illinois",55368,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
565,"Orem, Utah",94682,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
566,"Palo Alto, California",64855,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
